ts,n,min_w,max_w,mean_w,over_cap,over_cap10,over_cap20,junction_c
1789071121,20,50.0,54.0,50.8,0,0,0,36
1789071122,20,48.0,52.0,50.6,0,0,0,36
1789071123,20,49.0,54.0,50.8,0,0,0,36
1789071124,20,49.0,55.0,50.9,0,0,0,36
1789071125,20,48.0,53.0,51.9,0,0,0,36
1789071126,20,49.0,53.0,51.8,0,0,0,36
1789071127,20,50.0,56.0,52.0,0,0,0,36
1789071128,20,49.0,53.0,51.4,0,0,0,36
1789071129,20,50.0,57.0,52.1,0,0,0,36
1789071130,20,49.0,52.0,50.5,0,0,0,36
1789071131,20,50.0,57.0,50.9,0,0,0,36
1789071132,20,49.0,52.0,50.5,0,0,0,36
1789071133,20,49.0,52.0,50.5,0,0,0,36
1789071134,20,50.0,54.0,51.1,0,0,0,36
1789071135,20,51.0,56.0,52.5,0,0,0,36
1789071136,20,50.0,55.0,52.4,0,0,0,36
1789071137,20,50.0,54.0,51.9,0,0,0,36
1789071138,20,51.0,54.0,51.8,0,0,0,36
1789071139,20,49.0,54.0,51.5,0,0,0,36
1789071140,20,49.0,52.0,50.4,0,0,0,36
1789071141,20,50.0,52.0,50.6,0,0,0,36
1789071142,20,49.0,54.0,50.7,0,0,0,36
1789071143,20,49.0,52.0,50.6,0,0,0,36
1789071145,20,50.0,56.0,51.2,0,0,0,36
1789071146,20,51.0,60.0,52.4,0,0,0,36
1789071147,20,48.0,55.0,51.8,0,0,0,36
1789071148,20,48.0,53.0,51.7,0,0,0,36
1789071149,20,50.0,55.0,52.2,0,0,0,36
1789071150,20,50.0,53.0,51.5,0,0,0,36
1789071151,20,50.0,56.0,50.8,0,0,0,36
1789071152,20,49.0,53.0,50.6,0,0,0,36
1789071153,20,50.0,53.0,50.7,0,0,0,36
1789071154,20,48.0,53.0,50.5,0,0,0,36
1789071155,20,50.0,54.0,51.3,0,0,0,36
1789071156,20,48.0,53.0,51.4,0,0,0,36
1789071157,20,49.0,54.0,51.8,0,0,0,36
1789071158,20,50.0,54.0,51.7,0,0,0,36
1789071159,20,49.0,59.0,52.0,0,0,0,36
1789071160,20,49.0,54.0,51.1,0,0,0,36
1789071161,20,49.0,54.0,50.8,0,0,0,36
1789071162,20,49.0,53.0,50.5,0,0,0,36
1789071163,20,49.0,54.0,50.8,0,0,0,36
1789071164,20,50.0,52.0,50.7,0,0,0,36
1789071165,20,49.0,53.0,51.0,0,0,0,36
1789071166,20,50.0,55.0,52.4,0,0,0,36
1789071167,20,50.0,54.0,51.9,0,0,0,36
1789071168,20,49.0,56.0,51.9,0,0,0,36
1789071169,20,49.0,54.0,51.4,0,0,0,36
1789071170,20,50.0,57.0,51.5,0,0,0,36
1789071171,20,49.0,52.0,50.6,0,0,0,36
1789071172,20,50.0,55.0,50.8,0,0,0,36
1789071173,20,48.0,52.0,50.4,0,0,0,36
1789071174,20,50.0,54.0,50.8,0,0,0,36
1789071175,20,49.0,55.0,51.5,0,0,0,36
1789071176,20,50.0,55.0,52.1,0,0,0,36
1789071177,20,48.0,53.0,51.5,0,0,0,36
1789071178,20,50.0,71.0,53.3,0,0,0,36
1789071179,20,51.0,54.0,51.9,0,0,0,36
1789071180,20,50.0,54.0,51.1,0,0,0,36
1789071181,20,49.0,56.0,50.8,0,0,0,36
1789071182,20,49.0,52.0,50.6,0,0,0,36
1789071183,20,49.0,55.0,50.9,0,0,0,36
1789071184,20,50.0,52.0,50.7,0,0,0,36
1789071185,20,50.0,54.0,51.8,0,0,0,36
1789071186,20,50.0,55.0,52.5,0,0,0,36
1789071187,20,51.0,55.0,52.5,0,0,0,36
1789071188,20,49.0,60.0,52.2,0,0,0,36
1789071189,20,49.0,56.0,52.3,0,0,0,36
1789071190,20,50.0,53.0,51.1,0,0,0,36
1789071191,20,50.0,53.0,50.7,0,0,0,36
1789071192,20,49.0,52.0,50.5,0,0,0,36
1789071193,20,49.0,54.0,50.8,0,0,0,36
1789071195,20,49.0,54.0,50.8,0,0,0,36
1789071196,20,49.0,54.0,52.0,0,0,0,36
1789071197,20,50.0,54.0,52.0,0,0,0,36
1789071198,20,49.0,53.0,51.9,0,0,0,36
1789071199,20,49.0,56.0,52.0,0,0,0,36
1789071200,20,48.0,55.0,51.9,0,0,0,36
1789071201,20,50.0,52.0,50.6,0,0,0,36
1789071202,20,49.0,53.0,50.9,0,0,0,36
1789071203,20,50.0,53.0,50.8,0,0,0,36
1789071204,20,49.0,52.0,50.5,0,0,0,36
1789071205,20,50.0,52.0,50.6,0,0,0,37
1789071206,20,49.0,54.0,52.0,0,0,0,36
1789071207,20,50.0,57.0,52.1,0,0,0,36
1789071208,20,49.0,54.0,51.7,0,0,0,36
1789071209,20,50.0,53.0,51.7,0,0,0,37
1789071210,20,50.0,55.0,51.9,0,0,0,37
1789071211,20,48.0,53.0,50.6,0,0,0,36
1789071212,20,50.0,52.0,50.5,0,0,0,36
1789071213,20,50.0,56.0,50.9,0,0,0,36
1789071214,20,49.0,52.0,50.4,0,0,0,36
1789071215,20,50.0,56.0,50.9,0,0,0,36
1789071216,20,48.0,55.0,51.9,0,0,0,36
1789071217,20,51.0,57.0,52.4,0,0,0,36
1789071218,20,50.0,57.0,52.1,0,0,0,36
1789071219,20,49.0,53.0,51.2,0,0,0,36
1789071220,20,50.0,53.0,51.5,0,0,0,36
1789071221,20,48.0,52.0,50.5,0,0,0,36
1789071222,20,48.0,53.0,50.5,0,0,0,36
1789071223,20,49.0,52.0,50.5,0,0,0,36
1789071224,20,49.0,52.0,50.6,0,0,0,36
1789071225,20,49.0,54.0,51.0,0,0,0,37
1789071226,20,49.0,55.0,51.9,0,0,0,36
1789071227,20,50.0,54.0,51.9,0,0,0,36
1789071228,20,51.0,60.0,53.0,0,0,0,36
1789071229,20,49.0,54.0,52.3,0,0,0,36
1789071230,20,51.0,54.0,52.0,0,0,0,36
1789071231,20,49.0,52.0,50.8,0,0,0,36
1789071232,20,49.0,56.0,51.0,0,0,0,36
1789071233,20,48.0,52.0,50.4,0,0,0,36
1789071234,20,49.0,57.0,50.8,0,0,0,36
1789071235,20,50.0,55.0,51.4,0,0,0,36
1789071236,20,51.0,57.0,52.6,0,0,0,36
1789071237,20,49.0,55.0,51.5,0,0,0,36
1789071238,20,51.0,56.0,52.4,0,0,0,36
1789071239,20,49.0,54.0,51.8,0,0,0,36
1789071240,20,50.0,53.0,51.4,0,0,0,36
1789071241,20,50.0,52.0,50.5,0,0,0,36
1789071243,20,50.0,54.0,50.9,0,0,0,36
1789071244,20,49.0,52.0,50.5,0,0,0,36
1789071245,20,50.0,54.0,51.1,0,0,0,36
1789071246,20,48.0,53.0,51.1,0,0,0,36
1789071247,20,49.0,53.0,51.5,0,0,0,36
1789071248,20,48.0,56.0,52.0,0,0,0,36
1789071249,20,49.0,54.0,51.8,0,0,0,36
1789071250,20,50.0,53.0,51.6,0,0,0,36
1789071251,20,50.0,57.0,51.5,0,0,0,36
1789071252,20,49.0,52.0,50.8,0,0,0,36
1789071253,20,48.0,52.0,50.5,0,0,0,36
1789071254,20,50.0,52.0,51.0,0,0,0,36
1789071255,20,49.0,54.0,50.8,0,0,0,36
1789071256,20,50.0,53.0,51.4,0,0,0,36
1789071257,20,48.0,53.0,51.4,0,0,0,36
1789071258,20,51.0,57.0,52.1,0,0,0,36
1789071259,20,50.0,54.0,52.1,0,0,0,36
1789071260,20,48.0,56.0,51.8,0,0,0,36
1789071261,20,48.0,54.0,51.2,0,0,0,36
1789071262,20,50.0,54.0,50.9,0,0,0,36
1789071263,20,49.0,53.0,50.9,0,0,0,36
1789071264,20,50.0,55.0,51.1,0,0,0,36
1789071265,20,49.0,52.0,50.4,0,0,0,36
1789071266,20,50.0,57.0,52.0,0,0,0,36
1789071267,20,51.0,54.0,52.3,0,0,0,36
1789071268,20,50.0,55.0,52.2,0,0,0,36
1789071269,20,49.0,56.0,52.2,0,0,0,36
1789071270,20,51.0,58.0,52.4,0,0,0,36
1789071271,20,50.0,54.0,51.5,0,0,0,36
1789071272,20,50.0,53.0,51.0,0,0,0,36
1789071273,20,50.0,52.0,50.6,0,0,0,36
1789071274,20,49.0,57.0,51.0,0,0,0,36
1789071275,20,49.0,52.0,50.6,0,0,0,36
1789071276,20,49.0,54.0,51.6,0,0,0,36
1789071277,20,50.0,55.0,52.1,0,0,0,36
1789071278,20,48.0,56.0,51.9,0,0,0,36
1789071279,20,50.0,56.0,52.0,0,0,0,36
1789071280,20,50.0,56.0,52.1,0,0,0,36
1789071281,20,49.0,56.0,50.9,0,0,0,36
1789071282,20,49.0,52.0,50.5,0,0,0,36
1789071283,20,49.0,53.0,50.6,0,0,0,36
1789071284,20,48.0,52.0,51.0,0,0,0,36
1789071285,20,50.0,56.0,51.4,0,0,0,36
1789071286,20,50.0,53.0,51.6,0,0,0,36
1789071287,20,48.0,57.0,51.8,0,0,0,36
1789071288,20,49.0,53.0,51.7,0,0,0,36
1789071289,20,51.0,58.0,52.2,0,0,0,36
1789071290,20,49.0,54.0,51.6,0,0,0,36
1789071292,20,49.0,57.0,51.4,0,0,0,36
1789071293,20,50.0,53.0,51.1,0,0,0,36
1789071294,20,50.0,52.0,51.1,0,0,0,36
1789071295,20,50.0,53.0,51.4,0,0,0,36
1789071296,20,50.0,55.0,51.2,0,0,0,36
1789071297,20,49.0,60.0,52.2,0,0,0,36
1789071298,20,48.0,54.0,51.5,0,0,0,36
1789071299,20,50.0,54.0,51.8,0,0,0,36
1789071300,20,50.0,62.0,52.8,0,0,0,36
1789071301,20,51.0,57.0,52.5,0,0,0,36
1789071302,20,50.0,52.0,51.0,0,0,0,36
1789071303,20,50.0,52.0,51.1,0,0,0,36
1789071304,20,49.0,53.0,51.2,0,0,0,36
1789071305,20,50.0,54.0,51.4,0,0,0,36
1789071306,20,50.0,54.0,51.1,0,0,0,36
1789071307,20,50.0,55.0,52.3,0,0,0,36
1789071308,20,48.0,58.0,52.3,0,0,0,36
1789071309,20,50.0,53.0,51.8,0,0,0,36
1789071310,20,49.0,55.0,52.2,0,0,0,36
1789071311,20,51.0,55.0,52.1,0,0,0,36
1789071312,20,50.0,52.0,51.0,0,0,0,36
1789071313,20,50.0,53.0,51.2,0,0,0,36
1789071314,20,50.0,55.0,51.2,0,0,0,36
1789071315,20,48.0,53.0,50.9,0,0,0,36
1789071316,20,50.0,53.0,50.9,0,0,0,36
1789071317,20,47.0,53.0,51.1,0,0,0,36
1789071318,20,48.0,54.0,51.4,0,0,0,36
1789071319,20,50.0,53.0,51.9,0,0,0,36
1789071320,20,49.0,57.0,52.4,0,0,0,36
1789071321,20,49.0,55.0,51.8,0,0,0,36
1789071322,20,48.0,56.0,51.1,0,0,0,36
1789071323,20,50.0,52.0,50.9,0,0,0,36
1789071324,20,50.0,53.0,51.4,0,0,0,36
1789071325,20,49.0,54.0,51.2,0,0,0,36
1789071326,20,50.0,54.0,51.1,0,0,0,37
1789071327,20,48.0,53.0,51.6,0,0,0,36
1789071328,20,50.0,54.0,52.1,0,0,0,36
1789071329,20,48.0,55.0,51.8,0,0,0,36
1789071330,20,51.0,53.0,51.8,0,0,0,36
1789071331,20,49.0,53.0,51.6,0,0,0,36
1789071332,20,49.0,55.0,51.1,0,0,0,36
1789071333,20,49.0,52.0,50.6,0,0,0,36
1789071334,20,49.0,53.0,50.7,0,0,0,36
1789071335,20,49.0,54.0,50.6,0,0,0,36
1789071336,20,49.0,54.0,51.1,0,0,0,36
1789071337,20,49.0,56.0,51.8,0,0,0,36
1789071338,20,50.0,54.0,51.6,0,0,0,36
1789071339,20,48.0,56.0,52.0,0,0,0,36
1789071341,20,49.0,53.0,51.6,0,0,0,36
1789071342,20,50.0,54.0,51.2,0,0,0,36
1789071343,20,50.0,54.0,50.6,0,0,0,36
1789071344,20,49.0,52.0,50.8,0,0,0,36
1789071345,20,49.0,54.0,50.7,0,0,0,36
1789071346,20,48.0,55.0,51.1,0,0,0,36
1789071347,20,49.0,55.0,51.5,0,0,0,36
1789071348,20,50.0,53.0,51.9,0,0,0,36
1789071349,20,50.0,54.0,51.9,0,0,0,37
1789071350,20,49.0,55.0,51.8,0,0,0,36
1789071351,20,49.0,54.0,51.7,0,0,0,36
1789071352,20,49.0,57.0,51.1,0,0,0,36
1789071353,20,49.0,52.0,50.6,0,0,0,36
1789071354,20,49.0,53.0,50.6,0,0,0,36
1789071355,20,49.0,53.0,50.6,0,0,0,36
1789071356,20,50.0,52.0,50.9,0,0,0,36
1789071357,20,49.0,53.0,51.2,0,0,0,36
1789071358,20,50.0,63.0,52.5,0,0,0,36
1789071359,20,49.0,54.0,51.6,0,0,0,36
1789071360,20,49.0,55.0,51.8,0,0,0,36
1789071361,20,49.0,52.0,51.4,0,0,0,37
1789071362,20,50.0,53.0,50.9,0,0,0,37
1789071363,20,50.0,52.0,50.5,0,0,0,37
1789071364,20,49.0,52.0,50.6,0,0,0,36
1789071365,20,49.0,54.0,50.5,0,0,0,36
1789071366,20,50.0,52.0,50.9,0,0,0,37
1789071367,20,50.0,63.0,52.0,0,0,0,36
1789071368,20,49.0,53.0,51.5,0,0,0,36
1789071369,20,48.0,53.0,51.5,0,0,0,36
1789071370,20,50.0,56.0,52.1,0,0,0,36
1789071371,20,49.0,54.0,51.6,0,0,0,36
1789071372,20,49.0,53.0,50.6,0,0,0,36
1789071373,20,48.0,52.0,50.5,0,0,0,36
1789071374,20,49.0,52.0,50.6,0,0,0,36
1789071375,20,50.0,57.0,50.9,0,0,0,36
1789071376,20,49.0,53.0,50.8,0,0,0,37
1789071377,20,50.0,55.0,51.9,0,0,0,37
1789071378,20,50.0,54.0,51.8,0,0,0,36
1789071379,20,49.0,54.0,51.7,0,0,0,36
1789071380,20,49.0,54.0,51.7,0,0,0,36
1789071381,20,50.0,54.0,51.9,0,0,0,37
1789071382,20,49.0,53.0,50.7,0,0,0,36
1789071383,20,50.0,54.0,50.6,0,0,0,36
1789071384,20,49.0,52.0,50.4,0,0,0,36
1789071385,20,49.0,52.0,50.5,0,0,0,37
1789071386,20,49.0,54.0,50.8,0,0,0,36
1789071387,20,50.0,53.0,51.8,0,0,0,37
1789071389,20,50.0,55.0,51.8,0,0,0,37
1789071390,20,50.0,53.0,51.6,0,0,0,36
1789071391,20,50.0,53.0,51.8,0,0,0,36
1789071392,20,50.0,54.0,51.8,0,0,0,36
1789071393,20,48.0,53.0,50.5,0,0,0,37
1789071394,20,50.0,54.0,50.8,0,0,0,36
1789071395,20,49.0,52.0,50.6,0,0,0,36
1789071396,20,47.0,56.0,50.9,0,0,0,36
1789071397,20,49.0,53.0,50.7,0,0,0,36
1789071398,20,50.0,57.0,52.2,0,0,0,36
1789071399,20,49.0,59.0,52.0,0,0,0,36
1789071400,20,50.0,63.0,52.4,0,0,0,36
1789071401,20,49.0,53.0,51.8,0,0,0,36
1789071402,20,48.0,60.0,52.0,0,0,0,36
1789071403,20,48.0,52.0,50.5,0,0,0,36
1789071404,20,50.0,52.0,50.6,0,0,0,36
1789071405,20,49.0,52.0,50.5,0,0,0,37
1789071406,20,50.0,59.0,51.4,0,0,0,36
1789071407,20,48.0,53.0,50.8,0,0,0,36
1789071408,20,48.0,54.0,51.9,0,0,0,36
1789071409,20,49.0,56.0,52.0,0,0,0,37
1789071410,20,49.0,55.0,51.5,0,0,0,36
1789071411,20,50.0,55.0,52.0,0,0,0,37
1789071412,20,47.0,53.0,51.0,0,0,0,36
1789071413,20,50.0,52.0,50.5,0,0,0,36
1789071414,20,48.0,53.0,50.5,0,0,0,36
1789071415,20,49.0,52.0,50.8,0,0,0,37
1789071416,20,50.0,53.0,50.7,0,0,0,36
1789071417,20,49.0,54.0,51.5,0,0,0,36
1789071418,20,50.0,57.0,52.0,0,0,0,36
1789071419,20,50.0,59.0,52.5,0,0,0,36
1789071420,20,49.0,54.0,51.7,0,0,0,36
1789071421,20,51.0,53.0,52.1,0,0,0,36
1789071422,20,49.0,54.0,51.6,0,0,0,36
1789071423,20,49.0,57.0,50.9,0,0,0,36
1789071424,20,49.0,54.0,50.8,0,0,0,36
1789071425,20,49.0,53.0,50.9,0,0,0,36
1789071426,20,48.0,52.0,50.6,0,0,0,36
1789071427,20,50.0,54.0,51.6,0,0,0,36
1789071428,20,49.0,53.0,51.6,0,0,0,36
1789071429,20,50.0,63.0,52.5,0,0,0,36
1789071430,20,49.0,54.0,51.7,0,0,0,36
1789071431,20,49.0,58.0,52.4,0,0,0,36
1789071432,20,49.0,62.0,51.8,0,0,0,36
1789071433,20,50.0,56.0,51.2,0,0,0,37
1789071434,20,49.0,53.0,50.8,0,0,0,36
1789071435,20,50.0,53.0,51.2,0,0,0,36
1789071437,20,50.0,53.0,51.2,0,0,0,36
1789071438,20,50.0,54.0,52.0,0,0,0,36
1789071439,20,49.0,54.0,52.1,0,0,0,36
1789071440,20,50.0,54.0,52.3,0,0,0,36
1789071441,20,51.0,56.0,52.5,0,0,0,37
1789071442,20,48.0,54.0,51.6,0,0,0,36
1789071443,20,51.0,53.0,51.5,0,0,0,36
1789071444,20,50.0,52.0,51.1,0,0,0,36
1789071445,20,50.0,54.0,51.1,0,0,0,36
1789071446,20,50.0,53.0,51.3,0,0,0,36
1789071447,20,51.0,55.0,51.5,0,0,0,36
1789071448,20,50.0,54.0,52.0,0,0,0,36
1789071449,20,51.0,60.0,52.6,0,0,0,36
1789071450,20,51.0,54.0,52.4,0,0,0,36
1789071451,20,51.0,60.0,53.1,0,0,0,36
1789071452,20,51.0,56.0,52.4,0,0,0,36
1789071453,20,49.0,54.0,51.5,0,0,0,36
1789071454,20,50.0,52.0,51.0,0,0,0,36
1789071455,20,51.0,53.0,51.3,0,0,0,36
1789071456,20,49.0,52.0,50.9,0,0,0,36
1789071457,20,50.0,53.0,51.1,0,0,0,36
1789071458,20,51.0,55.0,52.5,0,0,0,36
1789071459,20,51.0,54.0,52.4,0,0,0,36
1789071460,20,49.0,56.0,52.0,0,0,0,36
1789071461,20,50.0,54.0,52.1,0,0,0,36
1789071462,20,50.0,54.0,52.3,0,0,0,36
1789071463,20,49.0,53.0,51.0,0,0,0,36
1789071464,20,50.0,53.0,51.1,0,0,0,37
1789071465,20,50.0,53.0,50.9,0,0,0,36
1789071466,20,50.0,52.0,50.6,0,0,0,36
1789071467,20,49.0,52.0,50.5,0,0,0,36
1789071468,20,49.0,54.0,51.6,0,0,0,37
1789071469,20,49.0,54.0,51.5,0,0,0,36
1789071470,20,50.0,54.0,52.0,0,0,0,36
1789071471,20,49.0,53.0,51.8,0,0,0,36
1789071472,20,50.0,53.0,51.7,0,0,0,36
1789071473,20,49.0,52.0,50.4,0,0,0,36
1789071474,20,49.0,54.0,50.5,0,0,0,36
1789071475,20,48.0,51.0,50.5,0,0,0,36
1789071476,20,48.0,53.0,50.4,0,0,0,36
1789071477,20,50.0,52.0,50.7,0,0,0,36
1789071478,20,50.0,53.0,51.8,0,0,0,36
1789071479,20,49.0,56.0,52.0,0,0,0,37
1789071480,20,51.0,55.0,52.1,0,0,0,36
1789071481,20,49.0,56.0,51.8,0,0,0,37
1789071482,20,49.0,54.0,51.7,0,0,0,36
1789071483,20,49.0,52.0,50.5,0,0,0,36
1789071485,20,50.0,57.0,51.0,0,0,0,36
1789071486,20,50.0,54.0,51.1,0,0,0,36
1789071487,20,49.0,52.0,50.9,0,0,0,36
1789071488,20,50.0,53.0,50.8,0,0,0,36
1789071489,20,49.0,58.0,52.4,0,0,0,36
1789071490,20,50.0,54.0,51.9,0,0,0,36
1789071491,20,50.0,54.0,52.0,0,0,0,36
1789071492,20,49.0,54.0,51.8,0,0,0,36
1789071493,20,50.0,56.0,51.5,0,0,0,36
1789071494,20,49.0,52.0,50.5,0,0,0,36
1789071495,20,50.0,54.0,51.0,0,0,0,36
1789071496,20,48.0,52.0,50.5,0,0,0,36
1789071497,20,49.0,52.0,50.8,0,0,0,36
1789071498,20,49.0,53.0,51.0,0,0,0,36
1789071499,20,50.0,54.0,52.2,0,0,0,36
1789071500,20,49.0,53.0,51.6,0,0,0,36
1789071501,20,51.0,57.0,52.6,0,0,0,36
1789071502,20,49.0,54.0,51.8,0,0,0,36
1789071503,20,50.0,54.0,51.5,0,0,0,37
1789071504,20,48.0,52.0,50.4,0,0,0,36
1789071505,20,49.0,52.0,50.5,0,0,0,36
1789071506,20,50.0,52.0,50.7,0,0,0,36
1789071507,20,49.0,52.0,50.7,0,0,0,36
1789071508,20,50.0,56.0,51.6,0,0,0,36
1789071509,20,49.0,53.0,51.9,0,0,0,36
1789071510,20,50.0,55.0,52.0,0,0,0,36
1789071511,20,49.0,55.0,51.9,0,0,0,36
1789071512,20,49.0,57.0,51.9,0,0,0,36
1789071513,20,50.0,54.0,51.4,0,0,0,36
1789071514,20,49.0,51.0,50.5,0,0,0,36
1789071515,20,49.0,53.0,50.6,0,0,0,36
1789071516,20,50.0,52.0,50.6,0,0,0,36
1789071517,20,50.0,56.0,51.0,0,0,0,36
1789071518,20,50.0,56.0,51.4,0,0,0,36
1789071519,20,49.0,53.0,51.4,0,0,0,36
1789071520,20,50.0,59.0,52.5,0,0,0,36
1789071521,20,50.0,54.0,51.8,0,0,0,36
1789071522,20,49.0,57.0,51.7,0,0,0,36
1789071523,20,50.0,53.0,51.0,0,0,0,36
1789071524,20,49.0,55.0,50.7,0,0,0,36
1789071525,20,50.0,54.0,50.9,0,0,0,36
1789071526,20,50.0,54.0,50.9,0,0,0,36
1789071527,20,49.0,52.0,50.7,0,0,0,36
1789071528,20,50.0,53.0,51.6,0,0,0,36
1789071529,20,48.0,53.0,51.6,0,0,0,36
1789071530,20,49.0,54.0,52.0,0,0,0,36
1789071531,20,49.0,54.0,51.6,0,0,0,36
1789071533,20,50.0,56.0,52.0,0,0,0,36
1789071534,20,49.0,53.0,50.9,0,0,0,36
1789071535,20,49.0,52.0,50.4,0,0,0,36
1789071536,20,50.0,52.0,50.5,0,0,0,36
1789071537,20,49.0,52.0,50.3,0,0,0,36
1789071538,20,49.0,53.0,50.8,0,0,0,36
1789071539,20,49.0,53.0,51.6,0,0,0,36
1789071540,20,49.0,56.0,52.0,0,0,0,36
1789071541,20,50.0,54.0,51.7,0,0,0,37
1789071542,20,50.0,54.0,51.9,0,0,0,36
1789071543,20,49.0,54.0,51.8,0,0,0,36
1789071544,20,49.0,53.0,50.6,0,0,0,36
1789071545,20,49.0,52.0,50.4,0,0,0,36
1789071546,20,49.0,56.0,50.9,0,0,0,36
1789071547,20,50.0,52.0,50.6,0,0,0,36
1789071548,20,50.0,52.0,50.5,0,0,0,36
1789071549,20,50.0,61.0,52.2,0,0,0,37
1789071550,20,49.0,54.0,51.8,0,0,0,37
1789071551,20,50.0,57.0,52.3,0,0,0,36
1789071552,20,50.0,55.0,51.6,0,0,0,37
1789071553,20,50.0,53.0,51.5,0,0,0,36
1789071554,20,49.0,52.0,50.6,0,0,0,36
1789071555,20,49.0,52.0,50.4,0,0,0,36
1789071556,20,49.0,54.0,50.6,0,0,0,37
1789071557,20,49.0,52.0,50.5,0,0,0,36
1789071558,20,49.0,54.0,50.7,0,0,0,36
1789071559,20,50.0,60.0,52.1,0,0,0,36
1789071560,20,49.0,54.0,51.8,0,0,0,37
1789071561,20,50.0,56.0,52.0,0,0,0,36
1789071562,20,49.0,53.0,51.5,0,0,0,36
1789071563,20,49.0,54.0,51.6,0,0,0,36
1789071564,20,49.0,56.0,50.7,0,0,0,36
1789071565,20,49.0,51.0,50.1,0,0,0,36
1789071566,20,50.0,52.0,50.8,0,0,0,36
1789071567,20,50.0,52.0,50.6,0,0,0,36
1789071568,20,50.0,53.0,50.7,0,0,0,36
1789071569,20,50.0,56.0,51.9,0,0,0,36
1789071570,20,49.0,55.0,51.6,0,0,0,36
1789071571,20,49.0,65.0,52.2,0,0,0,36
1789071572,20,50.0,65.0,52.5,0,0,0,36
1789071573,20,49.0,53.0,51.4,0,0,0,36
1789071574,20,50.0,53.0,50.6,0,0,0,36
1789071575,20,49.0,53.0,50.6,0,0,0,36
1789071576,20,50.0,54.0,51.0,0,0,0,36
1789071577,20,49.0,52.0,50.9,0,0,0,36
1789071578,20,50.0,53.0,51.2,0,0,0,36
1789071579,20,50.0,53.0,51.9,0,0,0,36
1789071581,20,49.0,61.0,52.2,0,0,0,37
1789071582,20,49.0,53.0,51.6,0,0,0,37
1789071583,20,50.0,54.0,51.8,0,0,0,37
1789071584,20,50.0,55.0,51.9,0,0,0,37
1789071585,20,49.0,52.0,50.6,0,0,0,36
1789071586,20,49.0,52.0,50.5,0,0,0,36
1789071587,20,50.0,51.0,50.5,0,0,0,36
1789071588,20,49.0,55.0,50.9,0,0,0,36
1789071589,20,46.0,53.0,50.7,0,0,0,37
1789071590,20,50.0,54.0,52.1,0,0,0,36
1789071591,20,49.0,54.0,51.7,0,0,0,37
1789071592,20,49.0,54.0,51.9,0,0,0,37
1789071593,20,49.0,55.0,51.8,0,0,0,36
1789071594,20,49.0,55.0,51.5,0,0,0,37
1789071595,20,50.0,54.0,50.9,0,0,0,36
1789071596,20,50.0,57.0,51.5,0,0,0,36
1789071597,20,47.0,54.0,50.8,0,0,0,36
1789071598,20,50.0,58.0,51.6,0,0,0,36
1789071599,20,50.0,55.0,51.4,0,0,0,36
1789071600,20,51.0,53.0,52.1,0,0,0,36
1789071601,20,50.0,53.0,51.8,0,0,0,36
1789071602,20,50.0,54.0,51.9,0,0,0,36
1789071603,20,50.0,55.0,52.0,0,0,0,37
1789071604,20,50.0,54.0,51.5,0,0,0,37
1789071605,20,49.0,54.0,50.9,0,0,0,36
1789071606,20,50.0,52.0,51.0,0,0,0,36
1789071607,20,50.0,59.0,51.5,0,0,0,36
1789071608,20,48.0,56.0,51.0,0,0,0,36
1789071609,20,50.0,54.0,51.7,0,0,0,37
1789071610,20,50.0,55.0,52.1,0,0,0,36
1789071611,20,49.0,66.0,52.8,0,0,0,36
1789071612,20,51.0,55.0,52.4,0,0,0,36
1789071613,20,51.0,56.0,52.1,0,0,0,36
1789071614,20,50.0,54.0,51.4,0,0,0,36
1789071615,20,50.0,55.0,51.5,0,0,0,36
1789071616,20,49.0,52.0,51.0,0,0,0,36
1789071617,20,49.0,55.0,51.4,0,0,0,36
1789071618,20,48.0,53.0,51.0,0,0,0,36
1789071619,20,50.0,55.0,51.9,0,0,0,36
1789071620,20,48.0,54.0,51.6,0,0,0,36
1789071621,20,49.0,58.0,52.5,0,0,0,36
1789071622,20,50.0,55.0,52.2,0,0,0,36
1789071623,20,49.0,67.0,53.0,0,0,0,36
1789071624,20,49.0,55.0,51.4,0,0,0,36
1789071625,20,50.0,54.0,50.9,0,0,0,36
1789071626,20,49.0,53.0,50.9,0,0,0,36
1789071627,20,50.0,54.0,50.8,0,0,0,36
1789071628,20,49.0,53.0,50.9,0,0,0,36
1789071630,20,51.0,62.0,52.5,0,0,0,36
1789071631,20,49.0,53.0,51.5,0,0,0,36
1789071632,20,51.0,55.0,52.4,0,0,0,37
1789071633,20,50.0,54.0,52.0,0,0,0,36
1789071634,20,50.0,57.0,52.4,0,0,0,36
1789071635,20,49.0,53.0,51.0,0,0,0,36
1789071636,20,50.0,58.0,51.5,0,0,0,36
1789071637,20,49.0,56.0,51.2,0,0,0,36
1789071638,20,50.0,55.0,51.1,0,0,0,36
1789071639,20,49.0,52.0,50.7,0,0,0,36
1789071640,20,51.0,53.0,51.9,0,0,0,36
1789071641,20,50.0,54.0,51.7,0,0,0,36
1789071642,20,50.0,56.0,52.1,0,0,0,36
1789071643,20,49.0,58.0,52.3,0,0,0,36
1789071644,20,50.0,60.0,52.5,0,0,0,36
1789071645,20,49.0,52.0,50.6,0,0,0,36
1789071646,20,50.0,54.0,50.8,0,0,0,36
1789071647,20,48.0,53.0,50.7,0,0,0,36
1789071648,20,50.0,55.0,51.1,0,0,0,36
